nsmoid,weight,hispan,race,mortgage_reason,sale_proceeds,savings_retire_etc,govt_np_asst,second_lien_heloc,gift,seller_cont,total_hh_inc,race_eth
315126,1026.83716535433,2,1,4,-2,0,0,0,0,-2,5,White
315127,694.31119266055,2,1,2,-2,0,0,0,0,-2,2,White
315128,1014.68577272727,2,1,1,1,0,0,0,1,2,3,White
315129,804.405672268907,2,1,1,1,0,0,0,0,2,1,White
315130,854.756291390728,2,1,1,1,0,0,0,0,2,2,White
315131,474.536322869955,2,1,1,2,1,0,0,0,2,2,White
315132,711.373893805309,2,1,4,-2,0,0,0,0,-2,3,White
315133,1715.70306306306,1,1,2,-2,0,0,0,0,-2,5,Hispanic
315134,614.987678571428,2,1,1,2,1,0,0,1,2,6,White
315135,616.653972602739,2,1,2,-2,0,0,0,0,-2,2,White
315136,1168.32373913043,2,3,1,2,1,0,0,0,2,3,Asian
315137,957.107006369426,2,1,2,-2,0,0,0,0,-2,6,White
315138,698.163063829787,2,1,1,2,1,0,0,0,2,3,White
315139,528.266221374045,2,1,2,-2,0,0,0,0,-2,6,White
315140,3029.94084507042,1,1,1,2,1,0,0,1,2,6,Hispanic
315141,614.987678571428,2,1,2,-2,0,0,0,0,-2,5,White
315142,711.373893805309,2,1,2,-2,0,0,0,0,-2,6,White
315143,1131.54621621621,2,1,1,1,1,0,0,0,2,3,White
315144,1136.56162921348,2,1,1,1,0,0,0,0,2,5,White
315145,1713.5919025522,2,1,2,-2,0,0,0,0,-2,6,White
315146,1623.66,1,4,2,-2,0,0,0,0,-2,4,Hispanic
315147,1715.70306306306,2,1,1,2,1,0,0,0,2,6,White
315148,947.346011904762,2,1,1,1,1,0,0,0,2,5,White
315149,1012.99489361702,1,1,1,2,1,0,0,0,1,5,Hispanic
315150,3350.54461538461,2,4,2,-2,0,0,0,0,-2,5,other or multiple races
315151,3025.06516587677,1,1,2,-2,0,0,0,0,-2,4,Hispanic
315152,1580.04807692307,2,1,1,1,0,0,0,0,2,4,White
315153,1293.01951219512,2,2,2,-2,0,0,0,0,-2,4,Black
315154,702.661897435897,2,1,1,2,0,0,0,0,2,3,White
315155,648.307522123893,2,1,1,1,0,0,0,0,2,5,White
315156,2943.7476056338,2,1,1,2,1,1,0,1,1,3,White
315157,785.563414634146,2,1,1,1,1,0,0,0,2,4,White
315158,702.661897435897,2,1,1,1,1,0,0,0,1,3,White
315159,1123.18054545454,2,1,3,-2,0,0,0,0,-2,6,White
315160,711.373893805309,2,1,2,-2,0,0,0,0,-2,3,White
315161,919.748580323785,2,1,1,2,1,0,0,0,2,3,White
315162,918.372872340425,2,1,1,1,0,0,0,1,2,2,White
315163,1335.46115107913,2,1,1,2,1,0,0,0,2,3,White
315164,442.154083601286,2,1,2,-2,0,0,0,0,-2,6,White
315165,3025.06516587677,2,1,1,2,0,0,0,1,1,6,White
315166,638.567350746268,2,1,2,-2,0,0,0,0,-2,5,White
315167,903.160580357142,2,1,1,2,1,0,0,0,2,5,White
315168,1028.74925806451,2,1,2,-2,0,0,0,0,-2,3,White
315169,830.418606060606,2,4,2,-2,0,0,0,0,-2,6,other or multiple races
315170,614.987678571428,2,1,1,2,1,0,0,0,2,6,White
315171,1181.72856115107,2,1,1,1,1,0,0,0,2,4,White
315172,3015.05128205128,2,1,1,2,0,0,0,0,1,5,White
315173,1170.25095588235,2,1,1,2,1,0,0,0,2,5,White
315174,1424.7040140845,2,1,2,-2,0,0,0,0,-2,1,White
315175,1650.82595238095,2,1,2,-2,0,0,0,0,-2,5,White
315176,732.751276595744,2,1,1,2,0,0,0,0,2,4,White
315177,631.564007936508,2,3,1,1,1,0,0,0,2,3,Asian
315178,709.852526315789,2,2,1,1,0,0,0,0,2,5,Black
315179,1643.25,2,1,1,2,1,0,0,0,1,5,White
315180,715.49376146789,2,1,1,2,1,0,0,0,2,5,White
315181,1124.26923076923,2,1,2,-2,0,0,0,0,-2,5,White
315182,615.241860465116,2,3,1,2,1,0,0,1,2,4,Asian
315183,1029.46553398058,2,1,1,1,1,0,0,0,2,5,White
315184,1230.88258064516,2,1,1,2,1,0,0,0,2,3,White
315185,928.587975460122,2,1,1,2,1,0,0,1,2,2,White
315186,1012.99489361702,2,1,2,-2,0,0,0,0,-2,4,White
315187,1208.76941080196,2,1,1,2,1,0,0,0,2,6,White
315188,740.137700534759,2,1,1,2,1,0,0,0,2,3,White
315189,2933.21910714285,2,2,1,2,1,0,0,1,1,4,Black
315190,858.580269230769,2,1,2,-2,0,0,0,0,-2,2,White
315191,1014.68577272727,2,1,2,-2,0,0,0,0,-2,2,White
315192,442.154083601286,2,2,1,2,1,0,0,0,2,6,Black
315193,1575.67382550335,2,1,1,2,1,0,0,0,2,3,White
315194,719.765789473684,2,1,2,-2,0,0,0,0,-2,4,White
315195,3008.09096774193,1,1,1,2,0,0,0,0,2,3,Hispanic
315196,1208.76941080196,2,4,2,-2,0,0,0,0,-2,5,other or multiple races
315197,1585.3549090909,2,1,2,-2,0,0,0,0,-2,3,White
315198,794.446470588235,2,1,1,1,0,0,0,0,2,1,White
315199,718.542985074626,2,1,1,2,1,0,0,0,2,6,White
315200,1021.4125,2,1,2,-2,0,0,0,0,-2,3,White
315201,2355.39259259259,1,1,2,-2,0,0,0,0,-2,6,Hispanic
315202,1666.01274725274,2,1,2,-2,0,0,0,0,-2,5,White
315203,474.536322869955,2,1,2,-2,0,0,0,0,-2,5,White
315204,1276.53913043478,2,1,1,2,1,0,0,0,2,6,White
315205,1002.92050632911,2,1,1,2,1,0,0,0,2,3,White
315206,878.747368421052,2,1,1,2,0,0,0,0,2,3,White
315207,789.484886877828,2,1,1,2,1,0,0,1,2,4,White
315208,827.881516587677,2,1,1,1,0,0,0,0,2,5,White
315209,1619.09913043478,2,1,1,2,1,1,0,0,2,3,White
315210,907.819121621622,1,1,2,-2,0,0,0,0,-2,4,Hispanic
315211,715.49376146789,2,1,2,-2,0,0,0,0,-2,3,White
315212,538.198736842105,2,1,1,2,1,0,0,0,2,1,White
315213,830.418606060606,2,1,2,-2,0,0,0,0,-2,5,White
315214,882.352606060606,2,1,1,2,1,0,1,0,2,5,White
315215,450.919436619718,2,2,2,-2,0,0,0,0,-2,3,Black
315216,735.379641255605,2,1,2,-2,0,0,0,0,-2,3,White
315217,735.379641255605,2,1,1,2,1,0,0,0,2,3,White
315218,569.188636363636,2,1,2,-2,0,0,0,0,-2,5,White
315219,1124.26923076923,2,1,1,1,1,0,0,0,2,5,White
315220,1028.74925806451,2,1,2,-2,0,0,0,0,-2,2,White
315221,2377.96363636363,2,1,2,-2,0,0,0,0,-2,4,White
315222,616.653972602739,2,1,2,-2,0,0,0,0,-2,2,White
315223,1028.74925806451,2,1,1,2,1,0,0,0,2,4,White
315224,1028.74925806451,2,2,2,-2,0,0,0,0,-2,5,Black
315225,2890.11385714285,2,4,2,-2,0,0,0,0,-2,6,other or multiple races
315226,577.992672413793,2,1,2,-2,0,0,0,0,-2,6,White
315227,3488.93416666666,2,1,1,2,0,0,0,0,2,5,White
315228,2677.61710144927,2,1,1,2,0,0,0,0,1,5,White
315229,1219.77460674157,2,1,2,-2,0,0,0,0,-2,6,White
315230,1973.69639175257,2,3,1,2,1,0,0,0,2,3,Asian
315231,1674.16653061224,2,1,2,-2,0,0,0,0,-2,2,White
315233,2096.8206,2,1,1,1,0,0,0,1,2,2,White
315234,2674.00078125,2,3,1,2,1,0,0,0,2,6,Asian
315235,3959.3463414634102,2,1,2,-2,0,0,0,0,-2,3,White
315236,858.580269230769,2,1,1,2,0,0,0,0,1,3,White
315237,1219.77460674157,2,1,1,2,1,0,0,0,2,5,White
315238,615.241860465116,2,2,5,-2,0,0,0,0,-2,1,Black
315239,621.015256410256,2,1,1,1,0,0,0,0,2,3,White
315240,1932.53809523809,2,1,4,-2,0,0,0,0,-2,6,White
315241,587.704919614148,2,1,1,1,0,0,0,0,2,3,White
315242,648.307522123893,2,1,1,1,0,0,0,0,2,5,White
315243,732.751276595744,2,1,2,-2,0,0,0,0,-2,5,White
315244,1437.58727477477,2,1,1,2,1,0,0,0,2,4,White
315245,694.31119266055,2,1,1,1,1,0,0,0,2,2,White
315246,1391.35,2,1,1,2,0,0,0,1,2,5,White
315247,715.49376146789,2,2,1,1,1,0,0,0,2,5,Black
315248,1585.3549090909,2,1,1,2,1,0,0,0,2,6,White
315249,1170.25095588235,2,1,2,-2,0,0,0,0,-2,5,White
315250,937.545099337748,2,1,1,2,0,0,0,0,2,5,White
315251,907.819121621622,2,1,2,-2,0,0,0,0,-2,6,White
315252,921.287441860465,2,1,1,1,1,0,0,0,2,3,White
315253,526.449966777408,2,1,1,1,0,0,0,0,2,5,White
315254,1585.3549090909,2,1,2,-2,0,0,0,0,-2,5,White
315255,442.154083601286,2,1,1,2,1,0,0,0,2,5,White
315256,577.992672413793,2,1,5,-2,0,0,0,0,-2,5,White
315257,1369.765,2,1,2,-2,0,0,0,0,-2,6,White
315258,1905.3395522388,2,1,2,-2,0,0,0,0,-2,6,White
315259,1905.3395522388,2,1,2,-2,0,0,0,0,-2,2,White
315260,569.188636363636,1,1,2,-2,0,0,0,0,-2,1,Hispanic
315261,811.111813953488,2,1,2,-2,0,0,0,0,-2,4,White
315262,760.054480286738,2,3,1,1,1,0,0,0,2,5,Asian
315263,971.286292134831,2,1,1,1,0,0,0,0,2,3,White
315264,2404.73693333333,2,1,1,2,1,0,0,0,2,6,White
315265,501.901355311355,2,4,1,2,1,0,0,1,1,4,other or multiple races
315266,561.782976190476,2,1,2,-2,0,0,0,0,-2,1,White
315267,854.756291390728,2,2,5,-2,0,0,0,0,-2,1,Black
315268,1123.18054545454,2,2,1,2,1,0,0,0,2,5,Black
315269,1219.77460674157,2,1,2,-2,0,0,0,0,-2,2,White
315270,2406.59016393442,2,1,1,2,1,0,0,0,2,4,White
315271,1220.42508620689,2,3,1,1,0,0,0,0,2,4,Asian
315272,1585.3549090909,2,4,1,2,1,0,0,0,1,2,other or multiple races
315273,1417.0124137931,2,1,1,2,1,0,0,0,2,5,White
315274,1713.5919025522,1,1,2,-2,0,0,0,0,-2,4,Hispanic
315275,919.748580323785,2,2,1,2,0,1,0,0,2,6,Black
315276,957.107006369426,2,1,1,1,1,0,0,0,2,6,White
315277,1026.83716535433,2,1,1,1,0,0,0,0,1,5,White
315278,1358.10813084112,2,1,2,-2,0,0,0,0,-2,2,White
315279,908.275121951219,2,1,1,2,1,0,0,0,2,5,White
315280,1664.8153488372,2,1,1,1,0,0,0,0,2,4,White
315281,607.868699551569,2,1,1,2,1,0,0,0,2,1,White
315282,719.765789473684,2,1,3,-2,0,0,0,0,-2,5,White
315283,442.154083601286,2,1,2,-2,0,0,0,0,-2,5,White
315284,2674.00078125,2,1,5,-2,0,0,0,0,-2,6,White
315285,1136.56162921348,1,1,1,2,0,0,0,1,1,6,Hispanic
315286,1033.79522012578,2,1,2,-2,0,0,0,0,-2,3,White
315287,2178.92603174603,2,1,1,1,0,0,0,0,2,5,White
315288,1374.52641221374,2,1,1,2,1,0,0,0,2,3,White
315289,569.188636363636,2,1,1,2,1,0,0,0,2,5,White
315290,1383.06762172284,2,1,2,-2,0,0,0,0,-2,6,White
315291,711.571402877697,2,1,1,2,1,0,0,0,1,5,White
315292,702.661897435897,2,1,4,-2,0,0,0,0,-2,4,White
315293,623.674285714285,1,1,2,-2,0,0,0,0,-2,5,Hispanic
315294,937.545099337748,2,1,1,1,1,0,0,0,2,3,White
315295,1267.9797183098501,2,1,1,2,0,0,0,0,2,5,White
315296,5824.50166666666,2,1,1,1,1,0,0,0,2,6,White
315297,1437.58727477477,1,1,2,-2,0,0,0,0,-2,3,Hispanic
315298,715.49376146789,1,1,2,-2,0,0,0,0,-2,5,Hispanic
315299,752.020921985815,2,1,2,-2,0,0,0,0,-2,5,White
315300,752.020921985815,2,1,1,2,1,0,0,1,2,5,White
315301,1575.67382550335,2,1,1,2,0,0,0,0,2,4,White
315302,1583.49107913669,2,1,1,1,0,0,0,0,2,4,White
315303,1374.52641221374,2,3,1,1,1,0,0,0,2,5,Asian
315304,616.653972602739,2,1,1,2,0,0,0,0,2,3,White
315305,918.3816,2,1,2,-2,0,0,0,0,-2,5,White
315306,919.748580323785,2,1,2,-2,0,0,0,0,-2,5,White
315307,616.653972602739,2,1,2,-2,0,0,0,0,-2,2,White
315308,976.768,2,1,1,2,1,0,0,0,2,6,White
315309,919.748580323785,2,1,2,-2,0,0,0,0,-2,6,White
315310,711.373893805309,2,1,1,2,1,0,0,0,2,1,White
315311,921.287441860465,2,1,1,2,1,0,0,0,2,6,White
315312,1361.98937007874,2,1,2,-2,0,0,0,0,-2,6,White
315313,501.901355311355,2,1,1,2,1,0,0,0,2,2,White
315314,587.704919614148,2,1,2,-2,0,0,0,0,-2,5,White
315315,507.918926174496,2,1,1,2,1,0,0,0,2,3,White
315316,760.054480286738,2,1,1,2,1,0,0,0,2,4,White
315317,1715.70306306306,2,3,1,2,0,0,0,0,2,5,Asian
315318,2842.03803571428,1,1,1,2,0,0,0,0,2,1,Hispanic
315319,976.00303030303,2,1,1,2,1,0,0,0,2,6,White
315320,528.266221374045,2,1,1,2,1,0,0,0,2,5,White
315321,3200.50172413793,2,1,1,2,1,0,0,1,2,5,White
315322,1208.76941080196,2,1,2,-2,0,0,0,0,-2,3,White
315323,1437.58727477477,2,1,2,-2,0,0,0,0,-2,3,White
315324,1361.98937007874,2,1,1,1,1,0,0,0,1,3,White
315325,577.992672413793,2,2,2,-2,0,0,0,0,-2,5,Black
315326,848.22081300813,2,1,2,-2,0,0,0,0,-2,1,White
315327,877.572510121457,2,3,4,-2,0,0,0,0,-2,4,Asian
315328,1012.99489361702,2,1,2,-2,0,0,0,0,-2,5,White
315329,1643.25,2,1,1,2,1,0,0,0,2,5,White
315330,694.31119266055,2,1,1,2,1,0,0,1,2,5,White
315331,794.446470588235,2,1,1,1,1,0,0,0,2,1,White
315332,1021.4125,2,1,2,-2,0,0,0,0,-2,3,White
315333,816.408766519824,2,1,1,1,1,0,0,0,2,4,White
315334,878.747368421052,2,4,2,-2,0,0,0,0,-2,3,other or multiple races
315335,700.158235294117,2,2,1,2,1,0,0,0,2,5,Black
315336,1623.66,2,1,1,1,0,0,0,0,2,6,White
315337,1002.92050632911,2,1,1,2,1,0,0,1,1,5,White
315338,1713.5919025522,2,1,2,-2,0,0,0,0,-2,6,White
315339,1156.14854961832,2,1,1,2,1,0,0,0,2,6,White
315340,501.901355311355,2,1,2,-2,0,0,0,0,-2,4,White
315341,3164.9604347826,1,1,1,2,0,0,0,0,1,3,Hispanic
315342,957.107006369426,2,1,2,-2,0,0,0,0,-2,5,White
315343,976.768,2,1,1,2,1,0,0,0,2,6,White
315344,1924.4040517241301,1,1,1,2,0,0,0,1,1,2,Hispanic
315345,937.545099337748,1,4,1,2,0,1,0,0,2,2,Hispanic
315346,1033.79522012578,2,1,1,2,0,0,0,0,1,1,White
315347,3488.93416666666,2,1,1,1,0,0,0,0,2,3,White
315348,1882.92626506024,2,4,1,2,0,0,0,0,2,4,other or multiple races
315349,2404.73693333333,2,1,2,-2,0,0,0,0,-2,3,White
315350,1244.0838095238,2,4,1,2,1,0,0,0,2,5,other or multiple races
315351,2499.53571428571,2,1,1,2,1,0,0,0,2,3,White
315352,918.3816,2,1,1,2,0,0,0,0,2,6,White
315353,937.545099337748,2,1,1,1,0,0,0,1,2,4,White
315354,1664.8153488372,2,1,2,-2,0,0,0,0,-2,5,White
315355,882.352606060606,2,1,1,1,0,0,0,0,2,5,White
315356,2092.78142857142,2,1,2,-2,0,0,0,0,-2,6,White
315357,919.748580323785,2,4,1,1,1,0,0,0,2,5,other or multiple races
315358,1782.47959183673,2,1,2,-2,0,0,0,0,-2,4,White
315359,882.352606060606,2,1,2,-2,0,0,0,0,-2,5,White
315360,1661.39722222222,2,1,1,1,0,0,0,0,2,5,White
315361,2080.6764556962,1,1,1,1,0,0,0,0,2,4,Hispanic
315362,1012.99489361702,2,1,1,1,0,0,0,0,2,5,White
315363,1383.06762172284,2,1,2,-2,0,0,0,0,-2,5,White
315364,1024.67764705882,2,1,2,-2,0,0,0,0,-2,1,White
315365,709.852526315789,2,1,5,-2,0,0,0,0,-2,5,White
315366,789.484886877828,2,1,3,-2,0,0,0,0,-2,4,White
315367,907.819121621622,2,1,1,2,0,0,0,0,2,6,White
315368,1103.0313253012,2,1,2,-2,0,0,0,0,-2,5,White
315369,700.158235294117,2,1,2,-2,0,0,0,0,-2,4,White
315370,700.158235294117,2,1,1,2,1,1,0,0,2,5,White
315371,1119.53931034482,2,2,1,2,1,1,0,0,2,2,Black
315372,1706.6544117647,2,1,2,-2,0,0,0,0,-2,1,White
315373,711.571402877697,2,1,2,-2,0,0,0,0,-2,4,White
315374,918.3816,2,3,2,-2,0,0,0,0,-2,4,Asian
315375,1367.90560509554,2,1,1,2,1,0,0,1,1,6,White
315376,1081.6302259887,2,1,2,-2,0,0,0,0,-2,3,White
315377,1208.76941080196,2,1,2,-2,0,0,0,0,-2,5,White
315378,935.36015936255,2,1,2,-2,0,0,0,0,-2,5,White
315379,827.881516587677,2,1,1,1,0,0,0,0,2,5,White
315380,760.054480286738,2,1,1,1,0,0,0,0,2,3,White
315381,1417.0124137931,2,1,2,-2,0,0,0,0,-2,3,White
315382,775.348363636363,2,3,1,2,0,0,0,0,2,3,Asian
315383,1043.97652173913,2,1,2,-2,0,0,0,0,-2,5,White
315384,1335.46115107913,2,2,1,2,0,0,0,0,1,4,Black
315385,698.163063829787,2,1,1,2,1,0,0,0,2,5,White
315386,2805.8304347826,2,1,1,2,1,0,0,0,2,5,White
315387,1713.5919025522,2,1,1,1,1,0,0,0,2,5,White
315388,2913.87970588235,1,1,2,-2,0,0,0,0,-2,3,Hispanic
315389,1033.79522012578,2,1,4,-2,0,0,0,0,-2,1,White
315390,2406.59016393442,2,1,1,1,0,0,0,0,1,4,White
315391,1208.76941080196,2,1,2,-2,0,0,0,0,-2,3,White
315392,1787.12578947368,2,1,1,2,0,0,0,1,2,5,White
315393,1156.14854961832,2,1,2,-2,0,0,0,0,-2,5,White
315394,884.094460784313,2,1,1,2,1,0,0,0,2,6,White
315395,1294.3337037037,2,1,1,2,1,0,0,0,2,6,White
315396,1666.01274725274,1,1,1,2,1,0,0,0,2,4,Hispanic
315397,1437.58727477477,2,1,2,-2,0,0,0,0,-2,1,White
315398,896.000261780104,2,1,2,-2,0,0,0,0,-2,5,White
315399,520.050731707317,2,4,2,-2,0,0,0,0,-2,5,other or multiple races
315400,1619.09913043478,2,1,1,2,1,0,1,1,2,6,White
315401,538.198736842105,2,1,2,-2,0,0,0,0,-2,4,White
315402,1905.3395522388,2,1,2,-2,0,0,0,0,-2,4,White
315403,1112.65689655172,2,2,2,-2,0,0,0,0,-2,3,Black
315404,2143.60666666666,2,1,2,-2,0,0,0,0,-2,4,White
315405,1905.3395522388,1,1,2,-2,0,0,0,0,-2,1,Hispanic
315406,694.31119266055,2,3,2,-2,0,0,0,0,-2,5,Asian
315407,838.169779005525,2,1,1,1,1,0,0,0,2,2,White
315408,1460.40467391304,2,1,2,-2,0,0,0,0,-2,5,White
315409,1706.6544117647,2,1,2,-2,0,0,0,0,-2,1,White
315410,710.589417040358,2,1,1,1,1,0,0,0,2,5,White
315411,559.157456445993,2,1,4,-2,0,0,0,0,-2,5,White
315412,2677.61710144927,2,1,2,-2,0,0,0,0,-2,6,White
315413,614.987678571428,2,4,1,2,1,0,0,0,2,6,other or multiple races
315414,985.790149253731,2,1,1,2,0,0,0,0,1,4,White
315415,1460.40467391304,2,1,2,-2,0,0,0,0,-2,4,White
315416,1713.5919025522,2,1,1,2,1,0,0,0,1,5,White
315417,1294.3337037037,2,1,1,2,1,0,0,0,2,6,White
315418,538.198736842105,2,1,1,2,1,0,0,0,2,4,White
315419,559.157456445993,2,1,2,-2,0,0,0,0,-2,6,White
315420,920.116582914573,2,1,2,-2,0,0,0,0,-2,3,White
315421,474.536322869955,2,1,1,2,1,0,0,0,2,6,White
315422,827.881516587677,2,1,2,-2,0,0,0,0,-2,4,White
315423,848.424903474903,2,1,2,-2,0,0,0,0,-2,3,White
315424,719.765789473684,2,1,2,-2,0,0,0,0,-2,5,White
315425,1713.5919025522,2,1,2,-2,0,0,0,0,-2,3,White
315426,1387.14545454545,2,1,1,1,1,0,0,0,2,5,White
315427,587.704919614148,2,2,2,-2,0,0,0,0,-2,5,Black
315428,947.346011904762,2,1,4,-2,0,0,0,0,-2,3,White
315429,1181.72856115107,2,1,1,1,1,0,0,0,2,3,White
315430,1014.68577272727,2,3,1,2,1,0,1,0,2,5,Asian
315431,918.3816,2,1,1,2,1,0,0,0,1,4,White
315432,2677.61710144927,2,1,2,-2,0,0,0,0,-2,4,White
315433,985.790149253731,2,2,1,2,0,0,0,0,2,4,Black
315434,1713.5919025522,2,1,2,-2,0,0,0,0,-2,4,White
315436,918.372872340425,1,1,2,-2,0,0,0,0,-2,2,Hispanic
315437,827.881516587677,2,1,1,1,0,0,0,0,2,3,White
315438,621.835784753363,2,1,1,2,1,0,0,0,2,6,White
315439,710.589417040358,2,1,1,2,0,0,0,0,2,6,White
315440,1166.45,2,2,1,1,1,0,0,0,2,6,Black
315441,947.346011904762,2,1,2,-2,0,0,0,0,-2,5,White
315442,878.747368421052,1,1,2,-2,0,0,0,0,-2,5,Hispanic
315443,1170.25095588235,2,1,2,-2,0,0,0,0,-2,5,White
315444,1014.68577272727,2,2,1,2,1,0,0,1,2,3,Black
315445,1475.31077586206,2,1,1,2,0,0,0,1,2,5,White
315446,637.1,2,1,2,-2,0,0,0,0,-2,1,White
315447,1905.3395522388,2,1,2,-2,0,0,0,0,-2,4,White
315448,760.054480286738,2,1,2,-2,0,0,0,0,-2,4,White
315449,1151.24469135802,1,1,1,2,1,0,0,0,2,3,Hispanic
315450,1887.93647058823,2,1,1,2,1,0,0,0,2,5,White
315451,577.992672413793,2,1,5,-2,0,0,0,0,-2,4,White
315452,2404.73693333333,2,1,2,-2,0,0,0,0,-2,5,White
315453,711.373893805309,1,1,2,-2,0,0,0,0,-2,5,Hispanic
315454,935.36015936255,2,1,1,1,0,0,0,0,2,3,White
315455,3822.63813953488,1,1,1,2,1,0,0,0,1,5,Hispanic
315456,3325.16765957446,2,1,1,2,1,0,0,0,2,5,White
315457,805.514705882353,2,1,2,-2,0,0,0,0,-2,5,White
315458,1516.54354166666,2,3,1,2,1,0,0,0,2,5,Asian
315459,896.000261780104,2,1,1,2,1,0,0,1,2,5,White
315460,877.572510121457,2,1,1,1,1,0,0,0,2,5,White
315461,804.60679245283,2,1,2,-2,0,0,0,0,-2,3,White
315462,2095.52404494382,2,3,1,2,0,0,1,0,2,3,Asian
315463,903.160580357142,2,1,2,-2,0,0,0,0,-2,4,White
315464,848.424903474903,2,1,2,-2,0,0,0,0,-2,2,White
315465,1339.75416666666,2,3,2,-2,0,0,0,0,-2,6,Asian
315466,804.405672268907,2,1,2,-2,0,0,0,0,-2,2,White
315467,1244.0838095238,2,1,2,-2,0,0,0,0,-2,5,White
315468,507.918926174496,2,1,1,2,0,0,0,0,2,4,White
315469,1786.20923913043,2,3,2,-2,0,0,0,0,-2,6,Asian
315470,1383.06762172284,2,1,2,-2,0,0,0,0,-2,4,White
315471,1623.66,2,1,2,-2,0,0,0,0,-2,3,White
315472,1924.4040517241301,2,1,1,1,0,0,0,0,1,5,White
315473,2674.00078125,2,1,2,-2,0,0,0,0,-2,5,White
315474,450.919436619718,2,1,1,1,1,0,0,0,2,1,White
315475,1713.5919025522,2,1,2,-2,0,0,0,0,-2,5,White
315476,1383.06762172284,2,1,2,-2,0,0,0,0,-2,6,White
315477,1208.76941080196,2,1,2,-2,0,0,0,0,-2,5,White
315478,920.116582914573,2,3,2,-2,0,0,0,0,-2,6,Asian
315479,848.22081300813,2,1,2,-2,0,0,0,0,-2,3,White
315480,614.987678571428,2,1,4,-2,0,0,0,0,-2,6,White
315481,1033.79522012578,2,1,1,2,1,0,0,0,2,5,White
315482,702.661897435897,2,1,2,-2,0,0,0,0,-2,6,White
315483,3008.09096774193,2,1,1,2,0,0,1,0,2,5,White
315484,1166.45,2,1,2,-2,0,0,0,0,-2,5,White
315485,569.188636363636,2,3,2,-2,0,0,0,0,-2,6,Asian
315486,794.446470588235,1,1,1,2,1,0,0,0,2,4,Hispanic
315487,1208.76941080196,2,1,1,1,0,0,0,0,2,4,White
315488,760.054480286738,2,1,1,2,1,0,1,0,2,5,White
315489,2721.81126760563,2,1,1,2,1,0,0,0,2,3,White
315490,718.542985074626,2,1,2,-2,0,0,0,0,-2,6,White
315491,638.567350746268,2,1,1,2,1,0,0,0,1,2,White
315492,577.992672413793,2,1,1,1,0,0,0,0,2,3,White
315493,884.094460784313,2,1,1,1,1,0,0,1,2,5,White
315494,1296.48522727272,1,1,1,2,1,0,0,0,2,2,Hispanic
315495,2721.81126760563,2,1,1,1,0,0,0,0,2,6,White
315496,1119.53931034482,1,1,2,-2,0,0,0,0,-2,1,Hispanic
315497,1751.02203883495,2,1,1,2,1,0,0,0,2,4,White
315498,1425.29696969697,2,1,1,1,0,0,0,0,2,6,White
315499,919.748580323785,2,1,2,-2,0,0,0,0,-2,5,White
315500,1028.74925806451,2,2,2,-2,0,0,0,0,-2,5,Black
315501,1369.765,2,1,1,1,0,0,0,1,1,2,White
315502,2095.52404494382,2,1,1,2,0,0,0,1,2,4,White
315503,976.187181818182,2,1,1,2,1,0,0,1,1,6,White
315504,3235.83425925925,2,1,2,-2,0,0,0,0,-2,5,White
315505,1569.58272727272,2,1,1,1,0,0,0,0,2,5,White
315506,694.31119266055,2,2,1,1,1,0,0,0,2,3,Black
315507,877.572510121457,2,1,2,-2,0,0,0,0,-2,3,White
315508,2475.51578947368,2,1,2,-2,0,0,0,0,-2,4,White
315509,908.275121951219,1,1,2,-2,0,0,0,0,-2,5,Hispanic
315510,921.287441860465,2,1,2,-2,0,0,0,0,-2,6,White
315511,666.955107692307,2,4,1,2,1,0,0,0,2,6,other or multiple races
315512,5824.50166666666,1,1,1,2,1,0,0,0,2,1,Hispanic
315513,785.563414634146,2,1,1,2,1,0,0,0,2,4,White
315515,935.36015936255,2,4,1,1,1,0,0,0,2,3,other or multiple races
315516,1374.52641221374,2,1,1,2,1,0,0,1,1,4,White
315517,598.638181818182,2,1,1,2,1,0,0,0,2,4,White
315518,643.046857142857,2,1,1,2,1,0,0,1,2,2,White
315519,623.674285714285,2,1,2,-2,0,0,0,0,-2,6,White
315520,1713.5919025522,2,1,1,2,1,0,0,1,2,3,White
315521,1014.68577272727,2,1,1,2,1,0,0,0,2,3,White
315522,1787.52702702702,2,1,1,2,1,0,0,1,2,3,White
315523,896.000261780104,2,1,1,1,0,0,0,1,2,3,White
315524,2096.8206,2,1,2,-2,0,0,0,0,-2,3,White
315525,1646.92868217054,2,1,2,-2,0,0,0,0,-2,4,White
315526,450.919436619718,2,1,1,2,1,0,0,0,2,4,White
315527,935.36015936255,2,1,2,-2,0,0,0,0,-2,3,White
315528,920.116582914573,2,1,1,2,1,0,0,0,2,1,White
315529,1119.53931034482,2,3,1,2,1,0,0,0,1,5,Asian
315530,1024.67764705882,2,4,2,-2,0,0,0,0,-2,1,other or multiple races
315531,919.748580323785,2,1,2,-2,0,0,0,0,-2,6,White
315532,805.514705882353,2,1,1,1,0,0,0,0,2,3,White
315533,501.901355311355,2,1,1,1,1,0,0,0,2,5,White
315534,877.572510121457,2,1,2,-2,0,0,0,0,-2,6,White
315535,450.919436619718,2,1,2,-2,0,0,0,0,-2,6,White
315536,978.162202380952,2,1,1,1,1,0,0,1,2,4,White
315537,830.418606060606,2,1,1,2,1,0,0,0,2,5,White
315538,474.536322869955,2,1,2,-2,0,0,0,0,-2,2,White
